"Year.of.Observation","Month.of.Observation","County","National.Database.Number","Nmfs.Regional.Number","Examiner.Name","Stranding.Agreement.Authority","Region","State","Body.of.Water","Latitude","Latitude.Actual.Estimate","Longitude","Longitude.Actual.Estimate","How.lat.long.determined","Findings.of.Human.Interaction","Observation.Date","Observation.Status","Not.Able.to.Examine","Date.of.Examination","Year.of.Examination","Month.of.Examination","Day.of.Examination","Condition.at.Examination","Left.at.Site","Sex","Age.Class","Length","Length.Units","Length.actual.estimate","Weight","Weight.Units","Weight.actual.estimate","Necropsied.Flag","Stranding.Necropsied.By","Additional.Remarks","Cetacean.Common.Name","Water.Body","mean_lat","mean_long","Long_error","Lat_error","long_corr","lat_corr","sci_name","Date","Msquid_N","Herring","Anch","Sard","MEI","NPGO","PDO","SST_39","SST_44","Upwelling_39","Upwelling_45","Wind_39","Wind_44","ENSO_cat","MEI_lag1","NPGO_lag1","PDO_lag1","SST_39_lag1","SST_44_lag1","Upwelling_39_lag1","Upwelling_45_lag1","Wind_39_lag1","Wind_44_lag1","ENSO_cat_lag1","MEI_lag2","NPGO_lag2","PDO_lag2","SST_39_lag2","SST_44_lag2","Upwelling_39_lag2","Upwelling_45_lag2","Wind_39_lag2","Wind_44_lag2","ENSO_cat_lag2","MEI_lag3","NPGO_lag3","PDO_lag3","SST_39_lag3","SST_44_lag3","Upwelling_39_lag3","Upwelling_45_lag3","Wind_39_lag3","Wind_44_lag3","ENSO_cat_lag3","SST_39_anom","SST_44_anom","SST_39_anom_lag1","SST_44_anom_lag1","SST_39_anom_lag2","SST_44_anom_lag2","SST_39_anom_lag3","SST_44_anom_lag3","CBA_North","CBA_South","CBA_North_lag1","CBA_South_lag1","CBA_North_lag2","CBA_South_lag2","CBA_North_lag3","CBA_South_lag3","Season","type"
2006,"AUG","San Juan","NW-2006-1062177","06NWR08057","Amy Traxler","Whale Museum","NW","WA","Griffin Bay","48.3102","estimate","-122.59","estimate","Map","N","2006-AUG-26","Moderate Decomposition","N","2006-AUG-27","2006","AUG","27","Moderate Decomposition","N","Unid","Calf","86","cm","actual","0","lb","estimate","N","NA","NA","Harbor porpoise","Inland_WA","48.4573504957265","-122.95573","-0.365729999999999","0.147150495726493","-122.59","48.3102","Phocoena phocoena",2006-08-01,0.309274,0.0235695,0.124759,0.208015,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,"El Nino",-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,"La Nina",-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,"La Nina",-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,"La Nina",NA,-0.374045455,0.986958333,0.33235,0.165333333,0.0741,0.332666667,0.258263158,-0.12497515,0.036378242,0.17520729,0.045525607,0.18079934,0.17680886,-0.6223012,-0.011273817,"Summer","Other"
2006,"AUG","Island","NW-2006-1060991","06NWR08042","M. Klope","Central Puget Sound Marine Mammal Stranding Network","NW","WA","Strait of Juan de Fuca","NA","NA","NA","NA","NA","N","2006-AUG-19","Fresh Dead","N","2006-AUG-19","2006","AUG","19","Fresh Dead","N","Unid","Calf","0","in","estimate","0","lb","estimate","Y","Norman","NA","Harbor porpoise","Inland_WA","48.1268857377049","-122.465236932203","NA","NA","-122.465236932203","48.1268857377049","Phocoena phocoena",2006-08-01,0.309274,0.0235695,0.124759,0.208015,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,"El Nino",-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,"La Nina",-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,"La Nina",-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,"La Nina",NA,-0.374045455,0.986958333,0.33235,0.165333333,0.0741,0.332666667,0.258263158,-0.12497515,0.036378242,0.17520729,0.045525607,0.18079934,0.17680886,-0.6223012,-0.011273817,"Summer","Other"
2006,"AUG","Island","NW-2006-1060857","06NWR08037","Sue Murphy","Central Puget Sound Marine Mammal Stranding Network","NW","WA","Admiralty Inlet","48.12139","actual","-122.44","actual","GPS","CBD","2006-AUG-04","Fresh Dead","N","2006-AUG-04","2006","AUG","4","Fresh Dead","N","Female","Calf","88","cm","actual","12.3","kg","actual","Y","Dr. Norman & S. Murphy","No teeth erruption. Small portion of the umbilical cord still attached. Blood in mouth and behind right eye. Blow hole - has white foam coming from it. The carcass has superficial skin abrasions. Fluke folds present. Carcass was placed into freezer later in the evening 8-3, and removed before 10am on 8-4. The carcass was not yet frozen.","Harbor porpoise","Inland_WA","48.1268857377049","-122.465236932203","-0.0252369322033843","0.00549573770491918","-122.44","48.12139","Phocoena phocoena",2006-08-01,0.309274,0.0235695,0.124759,0.208015,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,"El Nino",-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,"La Nina",-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,"La Nina",-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,"La Nina",NA,-0.374045455,0.986958333,0.33235,0.165333333,0.0741,0.332666667,0.258263158,-0.12497515,0.036378242,0.17520729,0.045525607,0.18079934,0.17680886,-0.6223012,-0.011273817,"Summer","Other"
2006,"AUG","San Juan","NW-2006-1060993","06NWR08043","R. Osborne","Whale Museum","NW","WA","San Juan Channel","48.3507","estimate","-123.02","estimate","Map","N","2006-AUG-20","Fresh Dead","N","2006-AUG-20","2006","AUG","20","Fresh Dead","N","Unid","Calf","0","in","estimate","0","lb","estimate","Y","Gaydos","NA","Harbor porpoise","Inland_WA","48.4573504957265","-122.95573","0.0642699999999934","0.106650495726491","-123.02","48.3507","Phocoena phocoena",2006-08-01,0.309274,0.0235695,0.124759,0.208015,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,"El Nino",-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,"La Nina",-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,"La Nina",-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,"La Nina",NA,-0.374045455,0.986958333,0.33235,0.165333333,0.0741,0.332666667,0.258263158,-0.12497515,0.036378242,0.17520729,0.045525607,0.18079934,0.17680886,-0.6223012,-0.011273817,"Summer","Other"
2006,"AUG","Pacific","NW-2006-1065079","06NWR08080","Debbie Duffield","Portland State University","NA","WA","Pacific Ocean","46.3419","NA","-124.0663","NA","Internet","CBD","2006-AUG-25","Advanced Decomposition","N","2007-AUG-25","2007","AUG","25","Advanced Decomposition","N","Female","Adult","153","cm","estimate","0","lb","estimate","Y","NA","NA","Harbor porpoise","WA_Coast","46.4619215632911","-124.065987303797","0.000312696202527718","0.120021563291139","-124.0663","46.3419","Phocoena phocoena",2006-08-01,0.309274,0.0235695,0.124759,0.208015,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,"El Nino",-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,"La Nina",-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,"La Nina",-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,"La Nina",NA,-0.374045455,0.986958333,0.33235,0.165333333,0.0741,0.332666667,0.258263158,-0.12497515,0.036378242,0.17520729,0.045525607,0.18079934,0.17680886,-0.6223012,-0.011273817,"Summer","Other"
2006,"AUG","Whatcom","NW-2006-1061019","06NWR08039","Sue Murphy","Central Puget Sound Marine Mammal Stranding Network","NW","WA","Birch Bay","48.56246","actual","-122.45","actual","GPS","CBD","2006-AUG-10","Fresh Dead","N","2006-AUG-11","2006","AUG","11","Fresh Dead","N","Female","Adult","165","cm","actual","140","lb","actual","Y","Dr. S. Raverty","I called B. Norberg on Cell phone 7:26pm, he authorized Dr. S. Raverty to take the Harbor Porpoise carcass to Canada. Dr. Raverty showed us (Mike & I) the hair fine blood colored worms coming from the Pp's blow hole. These worms were mixed in with bloody foam, also coming from the blow hole. Mike and I helped load the adult, female Pp into the back of Dr. Raverty's pickup truck for transport. No other visible signs of trauma on the carcass or fins. The pectoral fins were starting to peal from exposure. On 8-12-06, Dr. Raverty sent an e-mail stating that the Pp died of a severe fungal infection in her lungs due to Cryptococcus gattii. Dr. Raverty will have a more complete report on the Pp this next week. I called Lynne Barre, Dr. S. Norman, Susan B., Birch Bay State Park Ranger, Jason and the reporting party Nancy K., to notify them of the possible health hazard of the Harbor Porpoises. Also, if any other porpoises should show up in the area, to call me immediately. I advised the Park Personnel to use gloves, and a mask when in close contact with a marine mammal.","Harbor porpoise","Inland_WA","48.7796468787879","-122.626669302857","-0.176669302857135","0.217186878787878","-122.45","48.56246","Phocoena phocoena",2006-08-01,0.309274,0.0235695,0.124759,0.208015,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,"El Nino",-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,"La Nina",-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,"La Nina",-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,"La Nina",NA,-0.374045455,0.986958333,0.33235,0.165333333,0.0741,0.332666667,0.258263158,-0.12497515,0.036378242,0.17520729,0.045525607,0.18079934,0.17680886,-0.6223012,-0.011273817,"Summer","Other"
2006,"AUG","Grays Harbor","NW-2006-1060987","06NWR08040","Cascadia Research","Cascadia Research","NW","WA","Pacific Ocean","47.2395","estimate","-124.2193","estimate","Map","N","2006-AUG-11","Moderate Decomposition","N","2006-AUG-11","2006","AUG","11","Moderate Decomposition","N","Male","Subadult","148","cm","actual","0","kg","estimate","N","NA","NA","Harbor porpoise","WA_Coast","47.059031","-124.159597888889","0.0597021111111218","-0.180469000000002","-124.2193","47.2395","Phocoena phocoena",2006-08-01,0.309274,0.0235695,0.124759,0.208015,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,"El Nino",-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,"La Nina",-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,"La Nina",-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,"La Nina",NA,-0.374045455,0.986958333,0.33235,0.165333333,0.0741,0.332666667,0.258263158,-0.12497515,0.036378242,0.17520729,0.045525607,0.18079934,0.17680886,-0.6223012,-0.011273817,"Summer","Other"
2006,"AUG","Clallam","NW-2006-1062617","06NWR08069","Jessie Huggins","Cascadia Research","NW","WA","Strait of Juan de Fuca","NA","NA","NA","NA","NA","Y","2006-AUG-22","Fresh Dead","N","2006-AUG-23","2006","AUG","23","Fresh Dead","N","Male","Adult","152","cm","actual","47","kg","actual","Y","Cascadia Research","Packed on ice by fishery and transported to Port Angeles for pickup.","Harbor porpoise","Inland_WA","48.1414415904762","-124.188283641509","NA","NA","-124.188283641509","48.1414415904762","Phocoena phocoena",2006-08-01,0.309274,0.0235695,0.124759,0.208015,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,"El Nino",-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,"La Nina",-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,"La Nina",-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,"La Nina",NA,-0.374045455,0.986958333,0.33235,0.165333333,0.0741,0.332666667,0.258263158,-0.12497515,0.036378242,0.17520729,0.045525607,0.18079934,0.17680886,-0.6223012,-0.011273817,"Summer","Other"
2006,"AUG","San Juan","NW-2006-1061873","06NWR08017","Amy Traxler","Whale Museum","NW","WA","San Juan Islands","48.2605","estimate","-122.52","estimate","Map","N","2006-AUG-13","Fresh Dead","N","2006-AUG-14","2006","AUG","14","Fresh Dead","N","Male","Calf","90","cm","estimate","0","kg","estimate","N","NA","NA","Dalls porpoise","Inland_WA","48.4573504957265","-122.95573","-0.435730000000007","0.196850495726494","-122.52","48.2605","Phocoenoides dalli",2006-08-01,0.309274,0.0235695,0.124759,0.208015,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,"El Nino",-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,"La Nina",-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,"La Nina",-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,"La Nina",NA,-0.374045455,0.986958333,0.33235,0.165333333,0.0741,0.332666667,0.258263158,-0.12497515,0.036378242,0.17520729,0.045525607,0.18079934,0.17680886,-0.6223012,-0.011273817,"Summer","Other"
2006,"AUG","Clallam","NW-2006-1062679","06NWR08041","Jessie Huggins","Cascadia Research","NW","WA","Strait of Juan de Fuca","NA","NA","NA","NA","NA","Y","2006-AUG-14","NA","N","2006-AUG-16","2006","AUG","16","Fresh Dead","N","Male","Subadult","140","cm","Actual","40","kg","Actual","Y","Cascadia Research/WDFW","incidental catch form to be filled out and sent in by High Tide Seafoods.","Harbor porpoise","Inland_WA","48.1414415904762","-124.188283641509","NA","NA","-124.188283641509","48.1414415904762","Phocoena phocoena",2006-08-01,0.309274,0.0235695,0.124759,0.208015,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,"El Nino",-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,"La Nina",-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,"La Nina",-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,"La Nina",NA,-0.374045455,0.986958333,0.33235,0.165333333,0.0741,0.332666667,0.258263158,-0.12497515,0.036378242,0.17520729,0.045525607,0.18079934,0.17680886,-0.6223012,-0.011273817,"Summer","Other"
2006,"AUG","Mason","NW-2006-1063369","06NWR078067","Robin Baird","Cascadia Research/Washington Deptartment of Fish and Wildlife","NW","WA","Puget Sound","47.1546","NA","-123.0405","NA","GPS","N","2006-AUG-23","Alive","N","2006-AUG-24","2006","AUG","24","Fresh Dead","N","Female","Subadult","692","cm","actual","0","NA","NA","N","NA","Reported by homeowners on 23-Aug-06 at 1400. Was swimming back and forth for a couple of hours before turning and making a bee-line for the shore. Beached itself and thrashed around in the oyster beds, beating flukes until it died. RWB and ABD responded,","Minke whale","Inland_WA","47.5373142857143","-122.956771428571","0.0837285714285798","0.382714285714286","-123.0405","47.1546","Balaenoptera acutorostrata",2006-08-01,0.309274,0.0235695,0.124759,0.208015,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,"El Nino",-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,"La Nina",-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,"La Nina",-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,"La Nina",NA,-0.374045455,0.986958333,0.33235,0.165333333,0.0741,0.332666667,0.258263158,-0.12497515,0.036378242,0.17520729,0.045525607,0.18079934,0.17680886,-0.6223012,-0.011273817,"Summer","Other"
2006,"AUG","San Juan","NW-2006-1060985","06NWR08036","Amy Traxler","Whale Museum","NW","WA","Haro Strait","NA","NA","NA","NA","NA","N","2006-AUG-04","Fresh Dead","N","2006-AUG-04","2006","AUG","4","Fresh Dead","N","Male","Calf","82","cm","actual","8.6","kg","actual","Y","K.Marrie","NA","Harbor porpoise","Inland_WA","48.4573504957265","-122.95573","NA","NA","-122.95573","48.4573504957265","Phocoena phocoena",2006-08-01,0.309274,0.0235695,0.124759,0.208015,0.008,-0.12339385,0.48,NA,11.919,187.2317,43.0901,NA,NA,"El Nino",-0.621,-0.5670332,0.4,11.97,11.071,77.8645,-4.9755,1.25972,NA,"La Nina",-0.533,-0.711524,0.05,11.381,10.19,-35.8389,-137.562,2.00431,5.313298,"La Nina",-0.411,-1.0696198,0.66,11.76,10.397,43.2438,-56.1905,-1.27934,-0.227232,"La Nina",NA,-0.374045455,0.986958333,0.33235,0.165333333,0.0741,0.332666667,0.258263158,-0.12497515,0.036378242,0.17520729,0.045525607,0.18079934,0.17680886,-0.6223012,-0.011273817,"Summer","Other"
2006,"DEC","Clatsop","NW-2006-1199635","06NWR12049","D. Duffield","Portland State University","NA","OR","Pacific Ocean","46.11022","actual","-123.94673","actual","GPS","Y","2006-DEC-12","Moderate Decomposition","N","2006-DEC-12","2006","DEC","12","Moderate Decomposition","N","Male","Subadult","114","cm","actual","NA","NA","NA","Y","Duffield and Barros","considerable muscle trauma and bruising on left side of animal, from skull to behind the scapula, around the condyles and along the back; the porpoise had good body condition","Harbor porpoise","OR_Coast","46.0220062222892","-123.950367246988","-0.00363724698796375","-0.0882137777108412","-123.94673","46.11022","Phocoena phocoena",2006-12-01,0.309274,0.0235695,0.124759,0.208015,0.823,-0.3426053,-0.94,11.585,13.387,157.4348,31.782,-4.38055,-2.405323,"El Nino",0.759,-0.3666629,-0.65,NA,11.881,187.2537,62.581,NA,-4.866364,"El Nino",0.691,-0.49885467,0.35,NA,12.722,186.0568,64.4086,NA,NA,"El Nino",0.53,-0.12951492,1.04,NA,13.94,192.4128,61.4344,NA,NA,"El Nino",-1.55072,-0.219590909,NA,-1.317772727,NA,-0.982590909,NA,0.248863636,-0.2617578,0.042597406,-0.23804815,0.6299997,0.042693056,-0.10996466,0.35582858,0.110138156,"Winter","Other"
2006,"DEC","Coos","NW-2006-1063721","06NWR12005","Jan Hodder","OIMB","NW","OR","Pacific Ocean","43.339","NA","-124.37","NA","Map","N","2006-DEC-02","Fresh Dead","N","2006-DEC-02","2006","DEC","2","Fresh Dead","N","Female","Adult","290","cm","actual","0","lb","estimate","NA","NA","NA","Striped dolphin","OR_Coast","43.2689689824561","-124.401110482759","-0.0311104827586348","-0.0700310175438617","-124.37","43.339","Stenella coeruleoalba",2006-12-01,0.309274,0.0235695,0.124759,0.208015,0.823,-0.3426053,-0.94,11.585,13.387,157.4348,31.782,-4.38055,-2.405323,"El Nino",0.759,-0.3666629,-0.65,NA,11.881,187.2537,62.581,NA,-4.866364,"El Nino",0.691,-0.49885467,0.35,NA,12.722,186.0568,64.4086,NA,NA,"El Nino",0.53,-0.12951492,1.04,NA,13.94,192.4128,61.4344,NA,NA,"El Nino",-1.55072,-0.219590909,NA,-1.317772727,NA,-0.982590909,NA,0.248863636,-0.2617578,0.042597406,-0.23804815,0.6299997,0.042693056,-0.10996466,0.35582858,0.110138156,"Winter","Dolphinidae"
2006,"DEC","Kitsap","NW-2006-1064217","06NWR12030","John Calambokidis","Cascadia Research","NW","WA","Hood Canal","47.7393","NA","-122.7728","NA","GPS","CBD","2006-DEC-31","Fresh Dead","N","2007-JAN-08","2007","JAN","8","Moderate Decomposition","N","Female","Adult","1240","cm","Actual","0","NA","NA","Y","CRC","Found floating on 31 Dec 2006, reported beached at 47*41.0, 122*48.12 on 1 Jan 2007 at 0:20. Jessie Huggins and Annie Douglas respond on 1/2/07 at 0830 but whale no longer there. Reported beached again at 47*44.346 and 122*46.329 by Chris (360-509-5865).","Gray whale","Inland_WA","47.6887632653061","-122.544285714286","0.228514285714269","-0.0505367346938783","-122.7728","47.7393","Eschrichtius robustus",2006-12-01,0.309274,0.0235695,0.124759,0.208015,0.823,-0.3426053,-0.94,11.585,13.387,157.4348,31.782,-4.38055,-2.405323,"El Nino",0.759,-0.3666629,-0.65,NA,11.881,187.2537,62.581,NA,-4.866364,"El Nino",0.691,-0.49885467,0.35,NA,12.722,186.0568,64.4086,NA,NA,"El Nino",0.53,-0.12951492,1.04,NA,13.94,192.4128,61.4344,NA,NA,"El Nino",-1.55072,-0.219590909,NA,-1.317772727,NA,-0.982590909,NA,0.248863636,-0.2617578,0.042597406,-0.23804815,0.6299997,0.042693056,-0.10996466,0.35582858,0.110138156,"Winter","Other"
2006,"FEB","Curry","NW-2006-1056453","06NWR02014","Craig Good","ODFW","NW","OR","Pacific Ocean","42.0609","NA","-124.3","NA","Internet","CBD","2006-FEB-10","Moderate Decomposition","Y","NA","NA","NA","NA","NA","N","Female","Calf","192","in","estimate","600","kg","estimate","N","NA","Dead gray whale on beach; buried beneath a large log or tree, not readily accessible","Gray whale","OR_Coast","42.4924266923077","-124.423019269231","-0.123019269230781","0.431526692307692","-124.3","42.0609","Eschrichtius robustus",2006-02-01,0.309274,0.0235695,0.124759,0.208015,-0.392,-1.661885,-1.5,12.412,11.756,38.9511,-43.6884,-2.07191,1.146592,"La Nina",-0.167,-0.89080346,-1.32,12.47,12.7,69.2237,-55.1595,-2.59933,3.45593,"La Nina",0.315,-1.5746965,-0.46,12.23,12.095,121.8351,38.3074,-3.71014,-3.007083,"El Nino",0.352,-1.1320689,0.25,11.817,12.42,131.4161,54.6555,-3.55922,-4.300941,"El Nino",-0.337615385,-0.214958333,-0.370115385,-0.214521739,-0.90572,-1.511590909,-0.681458333,-0.778772727,-0.40659964,-0.076238655,NA,NA,0.4306089,0.1240863,-0.06798148,0.13957746,"Winter","Other"
2006,"FEB","Pacific","NW-2006-1054529","06NWR02001","Park Ranger","Cape Disappointment State Park","NW","WA","Columbia River","NA","NA","NA","NA","NA","CBD","2006-FEB-02","Moderate Decomposition","N","2006-FEB-02","2006","FEB","2","NA","N","Unid","Unid","56","in","actual","NA","NA","NA","N","NA","NA","Harbor porpoise","WA_Coast","46.4619215632911","-124.065987303797","NA","NA","-124.065987303797","46.4619215632911","Phocoena phocoena",2006-02-01,0.309274,0.0235695,0.124759,0.208015,-0.392,-1.661885,-1.5,12.412,11.756,38.9511,-43.6884,-2.07191,1.146592,"La Nina",-0.167,-0.89080346,-1.32,12.47,12.7,69.2237,-55.1595,-2.59933,3.45593,"La Nina",0.315,-1.5746965,-0.46,12.23,12.095,121.8351,38.3074,-3.71014,-3.007083,"El Nino",0.352,-1.1320689,0.25,11.817,12.42,131.4161,54.6555,-3.55922,-4.300941,"El Nino",-0.337615385,-0.214958333,-0.370115385,-0.214521739,-0.90572,-1.511590909,-0.681458333,-0.778772727,-0.40659964,-0.076238655,NA,NA,0.4306089,0.1240863,-0.06798148,0.13957746,"Winter","Other"
2006,"FEB","Skagit","NW-2006-1055769","06NWR02007","Sue Murphy","Central Puget Sound Marine Mammal Stranding Network","NW","WA","Puget Sound","48.25422","actual","-122.37","actual","GPS","CBD","2006-FEB-28","Moderate Decomposition","N","2006-MAR-01","2006","MAR","1","Moderate Decomposition","N","Female","Adult","177.8","cm","actual","NA","NA","NA","NA","NA","NA","Harbor porpoise","Inland_WA","48.4110768823529","-122.4657632875","-0.0957632875000058","0.15685688235294","-122.37","48.25422","Phocoena phocoena",2006-02-01,0.309274,0.0235695,0.124759,0.208015,-0.392,-1.661885,-1.5,12.412,11.756,38.9511,-43.6884,-2.07191,1.146592,"La Nina",-0.167,-0.89080346,-1.32,12.47,12.7,69.2237,-55.1595,-2.59933,3.45593,"La Nina",0.315,-1.5746965,-0.46,12.23,12.095,121.8351,38.3074,-3.71014,-3.007083,"El Nino",0.352,-1.1320689,0.25,11.817,12.42,131.4161,54.6555,-3.55922,-4.300941,"El Nino",-0.337615385,-0.214958333,-0.370115385,-0.214521739,-0.90572,-1.511590909,-0.681458333,-0.778772727,-0.40659964,-0.076238655,NA,NA,0.4306089,0.1240863,-0.06798148,0.13957746,"Winter","Other"
2006,"FEB","Clatsop","NW-2006-1056939","06NWR02028","Debbie Duffield","Portland State University","NA","OR","Pacific Ocean","46.0209833","actual","-123.92936","actual","GPS","CBD","2006-FEB-28","Moderate Decomposition","N","2006-FEB-28","2006","FEB","28","Moderate Decomposition","N","Male","Adult","144","cm","estimate","0","lb","estimate","Y","PSU / Biology","NA","Harbor porpoise","OR_Coast","46.0220062222892","-123.950367246988","-0.0210072469879634","0.00102292228915957","-123.92936","46.0209833","Phocoena phocoena",2006-02-01,0.309274,0.0235695,0.124759,0.208015,-0.392,-1.661885,-1.5,12.412,11.756,38.9511,-43.6884,-2.07191,1.146592,"La Nina",-0.167,-0.89080346,-1.32,12.47,12.7,69.2237,-55.1595,-2.59933,3.45593,"La Nina",0.315,-1.5746965,-0.46,12.23,12.095,121.8351,38.3074,-3.71014,-3.007083,"El Nino",0.352,-1.1320689,0.25,11.817,12.42,131.4161,54.6555,-3.55922,-4.300941,"El Nino",-0.337615385,-0.214958333,-0.370115385,-0.214521739,-0.90572,-1.511590909,-0.681458333,-0.778772727,-0.40659964,-0.076238655,NA,NA,0.4306089,0.1240863,-0.06798148,0.13957746,"Winter","Other"
2006,"FEB","Skagit","NW-2006-1061047","BLANKNW17579","Sue Murphy","Central Puget Sound Marine Mammal Stranding Network","NW","WA","NA","48.25422","actual","-122.37","actual","GPS","CBD","2006-FEB-28","Moderate Decomposition","N","2006-MAR-02","2006","MAR","2","Moderate Decomposition","N","Female","Adult","177","cm","actual","150","lb","estimate","N","NA","Porpoise lying on her left side in wood chips and leaf debris at the mouth of a creek that drains from Lake Campbell into Similk Bay. Both eyes are missing. The top of the dorsal fin, right fore flipper and right tail fluke appear to be worn off, possibly for storm action on cobble and sand. the left fore flipper and left tail fluke are intact, from being buried in the wood and leaf debris. No other signs of trauma on the body. Retrieved the carcass and transported to NMFS per Dr. Stephanie Norman, and with help from Lynne Barre and Brent Norberg, placed the carcass in the walk in freezer at NOAA.","Harbor porpoise","Inland_WA","48.4110768823529","-122.4657632875","-0.0957632875000058","0.15685688235294","-122.37","48.25422","Phocoena phocoena",2006-02-01,0.309274,0.0235695,0.124759,0.208015,-0.392,-1.661885,-1.5,12.412,11.756,38.9511,-43.6884,-2.07191,1.146592,"La Nina",-0.167,-0.89080346,-1.32,12.47,12.7,69.2237,-55.1595,-2.59933,3.45593,"La Nina",0.315,-1.5746965,-0.46,12.23,12.095,121.8351,38.3074,-3.71014,-3.007083,"El Nino",0.352,-1.1320689,0.25,11.817,12.42,131.4161,54.6555,-3.55922,-4.300941,"El Nino",-0.337615385,-0.214958333,-0.370115385,-0.214521739,-0.90572,-1.511590909,-0.681458333,-0.778772727,-0.40659964,-0.076238655,NA,NA,0.4306089,0.1240863,-0.06798148,0.13957746,"Winter","Other"
2006,"JAN","Grays Harbor","NW-2006-1055757","06NWR01013","Cascadia Research","Cascadia Research","NW","WA","Pacific Ocean","NA","NA","NA","NA","NA","CBD","2006-JAN-16","Fresh Dead","N","2006-JAN-19","2006","JAN","19","Fresh Dead","N","Female","Adult","172","cm","actual","NA","NA","NA","N","NA","NA","Pacific white-sided dolphin","WA_Coast","47.059031","-124.159597888889","NA","NA","-124.159597888889","47.059031","Lagenorhynchus obliquidens",2006-01-01,0.309274,0.0235695,0.124759,0.208015,-0.167,-0.89080346,-1.32,12.47,12.7,69.2237,-55.1595,-2.59933,3.45593,"La Nina",0.315,-1.5746965,-0.46,12.23,12.095,121.8351,38.3074,-3.71014,-3.007083,"El Nino",0.352,-1.1320689,0.25,11.817,12.42,131.4161,54.6555,-3.55922,-4.300941,"El Nino",0.49,-1.6647547,0.66,11.867,14.395,158.1158,60.9758,-3.17258,-4.233065,"El Nino",-0.370115385,-0.214521739,-0.90572,-1.511590909,-0.681458333,-0.778772727,-0.013869565,0.690409091,NA,NA,0.4306089,0.1240863,-0.06798148,0.13957746,0.053709723,0.37820756,"Winter","Dolphinidae"
