County,National.Database.Number,Field.Number,Nmfs.Regional.Number,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Weight.actual.estimate,Necropsied.Flag,Necropsy.Limited.Flag,Necropy.Carcass.Fresh.Frozen,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Additional.Identifiers,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
Pacific,NW-2007-1069369,PSU07-05-11A-Pp,07NWR05023,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Seaview,WA,Pacific Ocean,1.4 mi south of 38th Street approach,46.31087,decimal degrees,NA,-124.07173,NA,GPS,N,CBD,2007-MAY-11,2007,MAY,11,Beach or Land,NA,Advanced Decomposition,N,2007-MAY-11,2007,MAY,11,Advanced Decomposition,N,Male,Subadult,126,cm,actual,0,lb,estimate,Y,PSU,N,2007-MAY-28,2007,MAY,28,Duffield et al,NA,NA,Harbor porpoise,WA_Coast,46.46192156,-124.0659873,0.005742696,0.151051563,-124.07173,46.31087
Pacific,NW-2017-1196241,PSU17-05-22-Pp,17NWR05024,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Ocean Park,WA,Pacific Ocean,0.25 mile south of Oysterville Road access,46.54575,decimal degrees,actual,-124.06289,actual,GPS,N,Y,2017-MAY-22,2017,MAY,22,Beach or Land,NA,Advanced Decomposition,N,2017-MAY-22,2017,MAY,22,Advanced Decomposition,N,Female,Adult,160,cm,actual,NA,NA,NA,Y,PSU,N,2017-JUL-15,2017,JUL,15,"Duffield, D'Alessandro et al.",NA,NA,Harbor porpoise,WA_Coast,46.46192156,-124.0659873,-0.003097304,-0.083828437,-124.06289,46.54575
Pacific,NW-2001-1027007,NW-4580,NA,"Whale, Stejnegers beaked",Mesoplodon,stejnegeri,Validated,D. Duffield,NA,Portland State University,NW,Long Beach,WA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,2001-APR-04,2001,APR,4,NA,NA,Fresh Dead,N,2001-APR-09,2001,APR,9,Advanced Decomposition,N,Female,Unid,502,cm,actual,NA,kg,Y,NA,NA,NA,NA,Unknown,NA,NA,NA,NA,NA,Stejnegers beaked whale,WA_Coast,46.46192156,-124.0659873,NA,NA,-124.0659873,46.46192156
Pacific,NW-2014-1200514,PSU14-06-19-Pp,14NWR06073,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,D. Duffield,Portland State University,Portland State University,NA,Long Beach,WA,Pacific Ocean,0.6 mile north of Bolstad Avenue West access,46.36113,decimal degrees,actual,-124.06503,actual,GPS,N,Y,2014-JUN-19,2014,JUN,19,Beach or Land,NA,Moderate Decomposition,N,2014-JUN-20,2014,JUN,20,Moderate Decomposition,N,Male,Subadult,133.5,cm,actual,NA,NA,NA,Y,PSU,N,2014-OCT-12,2014,OCT,12,Duffield et al.,abdominal and thoracic cavities filled with bloody fluid; tremendous hemorrhage around head/in body cavities; a significant amount of blood flowed from trachea and around thorax during head removal,NA,Harbor porpoise,WA_Coast,46.46192156,-124.0659873,-0.000957304,0.100791563,-124.06503,46.36113
Pacific,NW-2014-1159437,CRC-1399,14NWR07074,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Grayland,WA,Pacific Ocean,1/2 mile N of Warrenton Cannery Rd,46.7523,dd.dddd,estimate,-124.0999,estimate,Internet/Software,N,CBD,2014-JUL-21,2014,JUL,21,Beach or Land,NA,Moderate Decomposition,Y,NA,NA,NA,NA,Moderate Decomposition,N,Female,Calf,80,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,examined via photos only,NA,Harbor porpoise,WA_Coast,46.46192156,-124.0659873,0.033912696,-0.290378437,-124.0999,46.7523
Pacific,NW-2011-1134959,PSU11-04-27A-Pp,11NWR04021,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Long Beach,WA,Pacific Ocean,1.5 miles north of Bolstad approach,46.3758,dd.dddd,NA,-124.06359,NA,GPS,N,CBD,2011-APR-27,2011,APR,27,Beach or Land,NA,Fresh Dead,N,2011-APR-27,2011,APR,27,Fresh Dead,N,Male,Subadult,142,cm,actual,0,lb,estimate,Y,PSU archive,N,2011-APR-28,2011,APR,28,D'Alessandro et al,NA,NA,Harbor porpoise,WA_Coast,46.46192156,-124.0659873,-0.002397304,0.086121563,-124.06359,46.3758
Pacific,NW-2007-1069367,PSU07-05-11B-Pp,07NWR05024,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Long Beach,WA,Pacific Ocean,1 mile north of Cranberry,46.40982,decimal degrees,NA,-124.0621,NA,GPS,N,CBD,2007-MAY-11,2007,MAY,11,Beach or Land,NA,Moderate Decomposition,N,2007-MAY-11,2007,MAY,11,Moderate Decomposition,N,Male,Adult,148,cm,actual,0,lb,estimate,Y,PSU,N,2007-MAY-28,2007,MAY,28,Duffield et al,NA,NA,Harbor porpoise,WA_Coast,46.46192156,-124.0659873,-0.003887304,0.052101563,-124.0621,46.40982
Pacific,NW-2015-1174633,PSU15-04-02A-Pp,15NWR04032,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NA,Long Beach,WA,Pacific,1.5 miles north of Cranberry Road access,46.41726,dd.dddd,actual,-124.06185,NA,GPS,N,CBD,2015-APR-02,2015,APR,2,Beach or Land,NA,Fresh Dead,N,2015-APR-02,2015,APR,2,Fresh Dead,N,Male,Adult,140,cm,actual,0,kg,NA,Y,PSU,N,2015-APR-03,2015,APR,3,Duffield et al.,NA,NA,Harbor porpoise,WA_Coast,46.46192156,-124.0659873,-0.004137304,0.044661563,-124.06185,46.41726
Pacific,NW-2001-1026963,NW-4540,NMFSNW-4540,"Porpoise, Dalls",Phocoenoides,dalli,Validated,"Other (see ""Remarks"")",NA,Unknown,NW,Long Beach Peninsula,WA,NA,.25 mile S of Ocean Park access,NA,NA,NA,NA,NA,NA,NA,N,2001-JUN-15,2001,JUN,15,NA,NA,Fresh Dead,N,2001-JUN-15,2001,JUN,15,Moderate Decomposition,N,Male,Unid,54,cm,estimate,NA,in,N,NA,NA,NA,NA,NA,examined by USFWS agent,NA,NA,NA,NA,Dalls porpoise,WA_Coast,46.46192156,-124.0659873,NA,NA,-124.0659873,46.46192156
Pacific,NW-2018-1202688,PSU18-05-27-Er,18NWR05011,"Whale, gray",Eschrichtius,robustus,Validated,D. Duffield,Portland State University,Portland State University,NW,Ocean Park,WA,Pacific Ocean,northernmost tip of Leadbetter Point State Park,46.65312,decimal degrees,actual,-124.07145,actual,GPS,NA,Y,2018-MAY-27,2018,MAY,27,Beach or Land,NA,Advanced Decomposition,Y,2018-MAY-27,2018,MAY,27,Advanced Decomposition,NA,Female,Yearling,792,cm,estimate,NA,NA,Y,2018-May-29,2018,MAY,29,D'Alessandro and Gloeckl,"A rope was wrapped around the peduncle of the whale, just anterior to the flukes. Extensive soft tissue damage was present in the vicinity of the rope. Several lesions were located along the dorsal peduncle. There were a few areas of hemorrhage on the animal. Most of the ventral and right sides of the whale could not be examined due to its orientation on the beach. Body condition was poor.",NA,NA,NA,NA,Gray whale,WA_Coast,46.46192156,-124.0659873,0.005462696,-0.191198437,-124.07145,46.65312
Pierce,NW-2007-1078163,WDFW1207-04,07NWR12060,"Porpoise, HYBRID",NA,NA,Validated,Dyanna Lambourn,WDFW/MMI,Washington Department of Fish and Wildlife,NW,Gig Harbor,WA,Puget Sound,8814 Springbrook Lane,47.3749,dd.dddd,NA,-122.655,NA,GPS,N,N,2007-DEC-20,2007,DEC,20,Beach or Land,NA,Fresh Dead,N,2007-DEC-20,2007,DEC,20,Fresh Dead,N,Male,Adult,189,cm,Actual,98,kg,Actual,Y,complete,fresh,2007-DEC-21,2007,DEC,21,WDFW/CRC,Reported dead on beach. Tide coming in. DML responded and moved out of water and secured for a later pick-up. Dyanna and Jessie picked up at 14:30 on same day for necropsy the following morning.,1207-04,Hybrid,Inland_WA,47.28106856,-122.7089256,-0.05392556,-0.09383144,-122.655,47.3749
Pierce,NW-2018-1203530,WDFW2018-036,18NWR04043,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,Dyanna Lambourn,Washington Department of Fish and Wildlife,Washington Department of Fish and Wildlife,NW,Gig Harbor,WA,Puget Sound,8927- 90thAve NW,47.3381,decimal degrees,actual,-122.6613,actual,Internet,N,Y,2018-APR-09,2018,APR,9,Beach or Land,NA,Fresh Dead,Y,2018-APR-09,2018,APR,9,Fresh Dead,N,Female,Adult,165,cm,actual,57,kg,Y,2018-APR-10,2018,APR,10,WDFW/ CRC,"Reported found dead on beach as tide going out. At mid low tide. Not there yesterday evening. Rp said they noticed a Bald eagle on dock ( further out in the water this afternoon looking at something in the water. Thought it might the porpoise.. Green algae growth on dorsum; slightly thicker on Left side. And behind dorsal fin growth was ""hairy"" Algae. Numerous ~20-30 circular lesions on both side of dorsum~2-3 cmin size. Numerus scapes and laceration on ventral and lateral both sides. Like where live stranded or agonal trauma in the water scapes from barnacle and oysters. Abrasion raw- Left side lower jaw possibly from rubbing against something. L front flipper- healed notch cut out and large old healed scar from just behind armpit up linear overallanother healed scar in a semicircle back to a more diffuse scar coneeing back under arm pit. Also another healed linear scar R ventral. Slightly thin. .",NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.28106856,-122.7089256,-0.04762556,-0.05703144,-122.6613,47.3381
Pierce,NW-2016-1191098,WDFW2016-013,16NWR02036,"Porpoise, harbor",Phocoena,phocoena,Validated,Steve Jeffries,WDFW/MMI,WDFW/MMI,NW,Lakebay,WA,Puget Sound,1/8 mile south of Haily Park,47.26,dd.dddd,estimate,-123,estimate,Internet/Software,N,CBD,2016-FEB-26,2016,FEB,26,Beach or Land,NA,Fresh Dead,N,2016-FEB-29,2016,FEB,29,Fresh Dead,N,Female,Adult,166,cm,actual,64,kg,actual,Y,complete,fresh,2016-FEB-29,2016,FEB,29,CRC,Report dead on beach on 26-feb. Picture taken by rp appeared to have been recently stranded. Eye just started being scavenged. RP confirmed carcass still there two day later and more scavenged. WDFW responded and carcass was recovered for necropsy.,WDFW2016-013,Harbor porpoise,Inland_WA,47.28106856,-122.7089256,0.29107444,0.02106856,-123,47.26
Pierce,NW-2010-1132410,WDFW2010-204,10NWR12038,"Dolphin, bottlenose",Tursiops,truncatus,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Tacoma,WA,Puget Sound,"Foss Waterway, Commencement Bay, Temco grain",47.2658,dd.dddd,NA,-122.4419,NA,Internet/Software,N,CBD,2010-DEC-15,2010,DEC,15,Swimming,NA,Alive,N,2010-DEC-15,2010,DEC,15,Alive,Y,Unid,Subadult,210,cm,Estimated,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Reported swimming just off container ships by Temco grain elevator in Commencement Bay. According to several reports by employees of Temco, it has been in area from 5 days to 3 weeks. WDFW responded by boat and took pictures. Not seen 12/16/10. Reported b",WDFW2010-204,Bottlenose dolphin,Inland_WA,47.28106856,-122.7089256,-0.26702556,0.01526856,-122.4419,47.2658
Pierce,NW-2017-1196576,WDFW2017-036,17NWR05071,"Whale, fin",Balaenoptera,physalus,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Tacoma,WA,Puget Sound,Mouth of Commencement Bay,47.2867,decimal degrees,actual,-122,actual,GPS,N,Y,2017-MAY-12,2017,MAY,12,Floating,NA,Fresh Dead,N,2017-MAY-12,2017,MAY,12,Fresh Dead,N,Male,Subadult,1605,cm,actual,NA,NA,NA,Y,limited,fresh,2017-MAY-13,2017,MAY,13,WDFW/MMI/ CRC/ SR3,"RP (Jostien Kalvoy-206.909.6938) pilot boat driver that brought in the ""Boheme"" Cargo Ship into Commencement Bay this AM. He reports that he got on the ship ~12PM in Port Angeles to bring ship into the Puget Sound. That they where not able to bring the s",WDFW2017-036 NMFS OLE#,Fin whale,Inland_WA,47.28106856,-122.7089256,-0.70892556,-0.00563144,-122,47.2867
Pierce,NW-2015-1181063,CRC-1513,15NWR12003,"Whale, humpback",Megaptera,novaeangliae,Validated,John Calambokidis,Cascadia Research,Cascadia Research,NW,Gig Harbor,WA,Puget Sound,0.6 mi N of mouth of harbor,47.334,dd.dddd,actual,-122.5676,actual,GPS,N,Y,2015-DEC-20,2015,DEC,20,Beach or Land,NA,Fresh Dead,N,2015-DEC-22,2015,DEC,22,Fresh Dead,N,Female,Yearling,705,cm,actual,10080,lb,actual,Y,limited,fresh,2015-DEC-26,2015,DEC,26,CRC/WDFW,a whale was reported floating S of the mouth of Gig Harbor on the 19th but there was no contact information for follow up. Likely the same whale.,NA,Humpback whale,Inland_WA,47.28106856,-122.7089256,-0.14132556,-0.05293144,-122.5676,47.334
Pierce,NW-2017-1196591,WDFW2017-024,17NWR04045,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,McNeil Island,WA,Puget Sound,Floating in front of dry dock,47.1942,dd.dddd,actual,-123,actual,Internet/Software,N,CBD,2017-APR-27,2017,APR,27,Floating,NA,Fresh Dead,N,2017-APR-27,2017,APR,27,Fresh Dead,N,Female,Adult,152,cm,actual,57,kg,actual,Y,complete,fresh,2017-APR-28,2017,APR,28,CRC/ WDFW,Reported floating of the dry dock area by the ferry. MI fire Department picked up and transported across to WDFW/ MMI. Necropsied same day.,WDFW2017-024,Harbor porpoise,Inland_WA,47.28106856,-122.7089256,0.29107444,0.08686856,-123,47.1942
Pierce,NW-2017-1196601,WDFW2017-017,17NWR03042,"Whale, humpback",Megaptera,novaeangliae,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Anderson Island,WA,Puget Sound,Thompson Cove,47.127,decimal degrees,actual,-123,actual,NA,N,CBD,2017-MAR-28,2017,MAR,28,Beach or Land,NA,Fresh Dead,N,2017-MAR-29,2017,MAR,29,Fresh Dead,N,Female,Yearling,898,cm,actual,11000,lb,estimate,Y,limited,fresh,2016-MAR-29,2016,MAR,29,CRC/WDF/SR3/MaST,"Reported dead at low tide at 1:30pm on 28 March. Confirmed to be same whale photographed live in Hammersley Inlet on 25 Mar and Nisqually on 26 Mar. Appears to have stranded alive and died in the cove, possibly as early as overnight on the 27th.",NA,Humpback whale,Inland_WA,47.28106856,-122.7089256,0.29107444,0.15406856,-123,47.127
Pierce,NW-2007-1075013,CRC-826,07NWR10110,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Gig Harbor,WA,Henderson Bay,down cliff behind homes on 102 Ave Ct NW,47.3669,decimal degrees,NA,-122.6788,NA,GPS,N,Y,2007-OCT-29,2007,OCT,29,Beach or Land,NA,Moderate Decomposition,N,2007-OCT-30,2007,OCT,30,Moderate Decomposition,N,Female,Adult,170,cm,Actual,60,kg,Estimated,Y,NA,NA,2007-OCT-31,2007,OCT,31,CRC/WDFW,"reported 29 Oct 07 but first seen on 26-Oct. Area where tribal fishing has been occuring, found in immediate area of CRC-827 (another harbor porpoise).",CRC-826,Harbor porpoise,Inland_WA,47.28106856,-122.7089256,-0.03012556,-0.08583144,-122.6788,47.3669
Pierce,NW-2017-1195780,CRC-1584,17NWR04032,"Porpoise, harbor",Phocoena,phocoena,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,Anderson Island,WA,Puget Sound,"Andy's Marine Park, 1/2 mile S of trailhead",47.144,dd.dddd,estimate,-123,estimate,Internet/Software,N,CBD,2017-APR-05,2017,APR,5,Beach or Land,NA,Fresh Dead,N,2017-APR-05,2017,APR,5,Fresh Dead,N,Female,Adult,175,cm,estimate,NA,NA,NA,Y,limited,fresh,2017-APR-06,2017,APR,6,CRC/WDFW,long hike to beach so unable to recover carcass. Few samples available to retrieve due to scavenging.,NA,Harbor porpoise,Inland_WA,47.28106856,-122.7089256,0.29107444,0.13706856,-123,47.144
Pierce,NW-2016-1193489,WDFW2016-151,16NWR12034,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Gig Harbor,WA,Puget Sound,3318- 117th Ave NW,47.2864,decimal degrees,actual,-123,actual,NA,N,CBD,2016-DEC-09,2016,DEC,9,Beach or Land,NA,Fresh Dead,N,2016-DEC-09,2016,DEC,9,Fresh Dead,N,Female,Subadult,124,cm,actual,35.5,kg,actual,Y,complete,fresh,2016-DEC-09,2016,DEC,9,WDFW/MMI,Found dead on beach. Crew working on house had seen it on beach the day before. Porpoise was intact with no scavenging at that time. On pick up some scavenging on R side that was up and chunk missing from peduncle area. RP thought it might have next,WDFW2016-151,Harbor porpoise,Inland_WA,47.28106856,-122.7089256,0.29107444,-0.00533144,-123,47.2864
Pierce,NW-2015-1179524,WDFW2015-040,15NWR06059,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Fox Island,WA,Puget Sound,"126 Brickiln Rd., Fox Island",47.2674,dd.dddd,actual,-122.6643,actual,GPS,N,Y,2015-JUN-09,2015,JUN,9,Beach or Land,NA,Alive,N,2015-JUN-09,2015,JUN,9,Fresh Dead,N,Male,Subadult,140,cm,actual,36,kg,actual,Y,complete,fresh,2015-JUN-10,2015,JUN,10,CRC,Rp- found porpoise on live on beach at 2PM. RP put porpoise back into water and animal swam out swimming listing to the left and was swimming in circles to eventually it ended up back on beach. Vocalizing. More attempts where made until one neighbor use,WDFW2015-040,Harbor porpoise,Inland_WA,47.28106856,-122.7089256,-0.04462556,0.01366856,-122.6643,47.2674
Pierce,NW-2010-1132537,WDFW2010-091,10NWR07199,"Dolphin, bottlenose",Tursiops,truncatus,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Steilacoom,WA,Puget Sound,~1/4 mile North of Sunnyside Beach,47.1833,dd.dddd,NA,-122.5853,NA,GPS,N,CBD,2010-JUL-18,2010,JUL,18,Beach or Land,NA,Moderate Decomposition,N,2010-JUL-18,2010,JUL,18,Moderate Decomposition,N,Female,Adult,300,cm,Estimated,250,kg,Estimated,Y,Limited,Fresh,2010-JUL-18,2010,JUL,18,WDFW/MMI,Found dead wedged between rocks in hightide near train tracks.,WDFW2010-091,Bottlenose dolphin,Inland_WA,47.28106856,-122.7089256,-0.12362556,0.09776856,-122.5853,47.1833
Pierce,NW-2013-1154548,WDFW2013-108,13NWR10032,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Purdy,WA,Puget Sound,South side purdy spit mid by only Madrona,47.3817,dd.dddd,actual,-122.634,actual,Internet/Software,N,CBD,2013-OCT-29,2013,OCT,29,Beach or Land,NA,Moderate Decomposition,N,2013-OCT-30,2013,OCT,30,Moderate Decomposition,N,Female,Subadult,122,cm,actual,35,kg,estimate,Y,limited,fresh,2013-OCT-30,2013,OCT,30,WDFW/MMI,Found dead on beach by RP seen the day before 10/28/13. Reported to CRC 10/29/13 and WDFW/ MMI DML responded 10/30/13. Carcass was examined and minimal sample taken.,WDFW2013-108,Harbor porpoise,Inland_WA,47.28106856,-122.7089256,-0.07492556,-0.10063144,-122.634,47.3817
Pierce,NW-2013-1155160,WDFW2013-111,13NWR12014,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,University Place,WA,Puget Sound,Titlow Beach Retention pond,47.2483,dd.dddd,actual,-122.5511,actual,Internet/Software,N,N,2013-DEC-14,2013,DEC,14,Beach or Land,NA,Fresh Dead,N,2013-DEC-16,2013,DEC,16,Fresh Dead,N,Male,Subadult,122.5,cm,actual,31.5,kg,actual,Y,complete,fresh,2013-DEC-17,2013,DEC,17,WDFW/MMI/CRC,"first seen on 14th, recovered at low tide on 16th, put on ice for necropsy following day. Note, killer whales and sea lions in general area prior to stranding event.",NA,Harbor porpoise,Inland_WA,47.28106856,-122.7089256,-0.15782556,0.03276856,-122.5511,47.2483
Pierce,NW-2012-1151021,MBHPp070612,12NWR07076,"Porpoise, harbor",Phocoena,phocoena,Validated,B. Hanson,NOAA Fisheries,NMFS,NW,Maurry Island,WA,Pacific Ocean,27542 Sandy Shores. Dr. SW Puget Sound,47.357214,decimal degrees,estimate,-122.445739,estimate,Internet,N,N,2012-JUL-06,2012,JUL,6,Beach or Land,NA,Fresh Dead,N,2012-JUL-06,2012,JUL,6,Fresh Dead,N,Female,Adult,0,cm,estimate,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,Animal very emaciated with extensive diatom growth. Old healed bite mark on abdomen may be from killer whale.,Harbor porpoise,Inland_WA,47.28106856,-122.7089256,-0.26318656,-0.07614544,-122.445739,47.357214
Pierce,NW-2005-1047165,CRC641,05NWR07033,"Whale, gray",Eschrichtius,robustus,Validated,Cascadia Research,Cascadia Research,Cascadia Research,NW,Tacoma,WA,Puget Sound,Chambers Creek,NA,NA,NA,NA,NA,NA,N,N,2005-JUL-25,2005,JUL,25,Floating,NA,Fresh Dead,N,2005-JUL-26,2005,JUL,26,Moderate Decomposition,N,Male,Calf,660,cm,actual,NA,NA,NA,Y,NA,NA,2005-JUL-26,2005,JUL,26,"Cascadia, Raverty, Norman",fracture of C1 vertebra on R side(most likely post mortem); blubber very oily; high lipid content,NA,Gray whale,Inland_WA,47.28106856,-122.7089256,NA,NA,-122.7089256,47.28106856
Pierce,NW-2016-1191237,CRC-1522,16NWR04069,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,Lakebay,WA,Puget Sound,"Penrose state park, between boat launch and point",47.2593,dd.dddd,estimate,-123,estimate,Internet/Software,N,N,2016-APR-30,2016,APR,30,Swimming,NA,Alive,N,2016-APR-30,2016,APR,30,Fresh Dead,N,Male,Adult,159,cm,actual,52,kg,actual,Y,complete,fresh,2016-APR-30,2016,APR,30,CRC/WDFW,"live at 11:30am, dead by 13:30. Picked up and put on ice by state parks, necropsy same evening.",NA,Harbor porpoise,Inland_WA,47.28106856,-122.7089256,0.29107444,0.02176856,-123,47.2593
Pierce,NW-2016-1193485,WDFW2016-145,16NWR12031,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Gig Harbor,WA,Puget Sound,"Sunrise Beach, Gig Harbor",47.3492,decimal degrees,actual,-123,actual,NA,N,CBD,2016-DEC-02,2016,DEC,2,Beach or Land,NA,Fresh Dead,N,2016-DEC-02,2016,DEC,2,Fresh Dead,N,Male,Calf,119,cm,actual,32,kg,actual,Y,complete,fresh,2016-DEC-02,2016,DEC,2,WDFW/MMI,"Found dead on beach at HT mark, covered with bag until collected. Necropsy same day; Transient KW in area over last week, but few fisheries in general area but closer to river mouth so not likely cause. Laceration different than what is typical seen with",WDFW2016-145,Harbor porpoise,Inland_WA,47.28106856,-122.7089256,0.29107444,-0.06813144,-123,47.3492
Pierce,NW-2012-1142255,WDFW2012-017,12NWR02021,"Cetacean, unidentified",NA,NA,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Tacoma,WA,Puget Sound,Point Defiance,47.3155,dd.dddd,NA,-122.5331,NA,Internet/Software,N,CBD,2012-FEB-04,2012,FEB,4,NA,NA,Mummified/Skeletal,N,NA,NA,NA,NA,Mummified/Skeletal,N,Unid,Unid,NA,NA,NA,NA,NA,NA,N,NA,NA,NA,NA,NA,NA,NA,"Found by fisher, and report came Via WDFW fish checker From description sound like small porpoise Spine",WDFW2012-017,Unidentified,Inland_WA,47.28106856,-122.7089256,-0.17582556,-0.03443144,-122.5331,47.3155
Pierce,NW-2009-1104433,WDFW2009-066,09NWR08059,"Whale, fin",Balaenoptera,physalus,Validated,Jessie Huggins,WDFW/MMI,WDFW/MMI,NW,Tacoma,WA,Puget Sound,"Port of Tacoma/Blair Waterway, WA",47.2046,decimal degrees,NA,-122.642,NA,GPS,N,Y,2009-AUG-07,2009,AUG,7,Floating,NA,Fresh Dead,N,2009-AUG-07,2009,AUG,7,Fresh Dead,N,Male,Subadult,1423,cm,actual,NA,NA,NA,Y,NA,NA,2009-AUG-08,2009,AUG,8,WDFW/MMI,"Was found floating in Blair Waterway on the morning of 07-August-2009. Port of Tacoma, WDFW, and CRC responded to assess situation. The fin whale was towed on Friday evening by DOC on McNeil Island. Good body condition and good post mortem condition allo",WDFW2009-066,Fin whale,Inland_WA,47.28106856,-122.7089256,-0.06692556,0.07646856,-122.642,47.2046
Pierce,NW-2016-1193476,WDFW2016-136,16NWR10046,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Gig Harbor,WA,Puget Sound,42 Point Fosdick Drive,47.2555,decimal degrees,actual,-123,actual,NA,N,CBD,2016-OCT-09,2016,OCT,9,Beach or Land,NA,Fresh Dead,Y,NA,NA,NA,NA,Fresh Dead,N,Unid,Calf,100,cm,estimate,18,kg,estimate,N,NA,NA,NA,NA,NA,NA,NA,"RP Found 8 a.m. .a dead hbr. porpoise pup (newborn?) it was 36 "" long & 35-40 lbs. Took pictures and decided since it was the weekend he would ""return it to the sea"".",WDFW2016-136,Harbor porpoise,Inland_WA,47.28106856,-122.7089256,0.29107444,0.02556856,-123,47.2555
Pierce,NW-2015-1182238,WDFW2015-075,15NWR09073,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,Gig Harbor,WA,Puget Sound,Camp Seymore YMCA Camp Glen Cove,47.3422,dd.dddd,actual,-122.73,actual,Internet/Software,N,CBD,2015-SEP-07,2015,SEP,7,Floating,NA,Moderate Decomposition,N,2015-SEP-07,2015,SEP,7,Moderate Decomposition,N,Male,Adult,143,cm,actual,36,kg,actual,Y,complete,fresh,2015-SEP-08,2015,SEP,8,WDFW/MMI,Found dead floating in cove. Recovered and collected for limited necropsy due to decomposition and scavenging,WDFW2015-075,Harbor porpoise,Inland_WA,47.28106856,-122.7089256,0.02107444,-0.06113144,-122.73,47.3422
Pierce,NW-2018-1203534,WDFW2018-041,18NWR04047,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,Dyanna Lambourn,Washington Department of Fish and Wildlife,Washington Department of Fish and Wildlife,NW,Steilacoom,WA,Puget Sound,~100yard out off Sunnyside beach,47.1789,decimal degrees,estimate,-122.5923,estimate,Internet,N,CBD,2018-APR-15,2018,APR,15,NA,NA,Mummified/Skeletal,N,2018-APR-15,2018,APR,15,Mummified/Skeletal,N,Unid,Unid,0,NA,notMeasured,0,NA,N,NA,NA,NA,NA,NA,Found during Scuba diving at the park. Pictures taken and sent to WDFW and CRC for ID.. . . Poproise was mostly skelatal and only pictures taken,NA,NA,NA,NA,Harbor porpoise,Inland_WA,47.28106856,-122.7089256,-0.11662556,0.10216856,-122.5923,47.1789
