County,National.Database.Number,Field.Number,HI,Nmfs.Regional.Number,Confidence.Code,Common.Name,Genus,Species,Report.Status,Examiner.Name,Affiliation,Stranding.Agreement.Authority,Region,Country,City,State,Body.of.Water,Locality.Detail,Latitude,Latitude.Units,Latitude.Actual.Estimate,Longitude,Longitude.Units,Longitude.Actual.Estimate,How.lat.long.determined,Restrand,Findings.of.Human.Interaction,Observation.Date,Year.of.Observation,Month.of.Observation,Day.of.Observation,How.Observed,Obs.Date.estimate.explaination,Observation.Date.Act.Est,Observation.Status,Not.Able.to.Examine,Date.of.Examination,Year.of.Examination,Month.of.Examination,Day.of.Examination,Condition.at.Examination,Left.at.Site,Sex,Age.Class,Length,Length.Units,Length.actual.estimate,Weight,Weight.Units,Date.of.Necropsy,Year.of.Necropsy,Month.of.Necropsy,Day.of.Necropsy,Stranding.Necropsied.By,Additional.Remarks,Cetacean.Common.Name,Water.Body,mean_lat,mean_long,Long_error,Lat_error,long_corr,lat_corr
Jefferson County,NW-2016-1191951,EJC_2016_024,,16NWR11001,Confirmed - Minimum,"Porpoise, harbor",Phocoena,phocoena,Validated,Marine Science Center Port Townsend (East Jefferson Co. MMSN),Port Townsend Marine Science Center/ East Jefferson Co. MMSN,Port Townsend Marine Science Center/ East Jefferson Co. MMSN,NW,United States,Fort Flagler State Park,WA,Pacific Ocean,Near North end of Marrowstone Island,48.11944,dd.dddd,actual,-122.7447,dd.dddd,actual,GPS,N,CBD,2016-NOV-01,2016,NOV,1,Beach or Land,NA,NA,Advanced Decomposition,N,2016-NOV-01,2016,NOV,1,Advanced Decomposition,N,Unid,Unid,51,in,estimate,NA,NA,NA,NA,NA,NA,NA,"Head missing or decomposed skeleton visable to mid-ribs. Lower part of body and tail intact. Small injury noted on ventral side (red spot in photo). Edges are sharp. Otherwise, animal too deteriorated to determine cause of death",Harbor porpoise,Inland_WA,47835433,-1.23E+11,-0.163705625,-0.284011,-122744722,48119444
King,NW-2016-1191256,CRC-1529,,16NWR06066,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Mukilteo,WA,Puget Sound,Port of Everett MBT,47.95270,dd.dddd,actual,-122.2877,dd.dddd,actual,GPS,N,N,2016-JUN-23,2016,JUN,23,Beach or Land,NA,NA,Fresh Dead,N,2016-JUN-23,2016,JUN,23,Fresh Dead,N,Female,Calf,87,cm,actual,8,kg,2016-JUN-25,2016,JUN,25,CRC,"found late evening 22 June, picked up by SnoKing MMSN and put on ice on 23 June, tranferred to CRC on 24 June and put in fridge for necropsy next day.",Harbor porpoise,Inland_WA,4.75E+14,-1.22E+14,-0.471626556,-0.411356407,-122,479521
King,NW-2013-1193150,CRC-1574,,13NWR10068,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Vashon Island,WA,Puget Sound,25519 SW 140th Lane,47.37770,dd.dddd,estimate,-122.5150,dd.dddd,estimate,NA,N,CBD,2016-OCT-11,2016,OCT,11,Beach or Land,NA,NA,Fresh Dead,N,2016-OCT-13,2016,OCT,13,Fresh Dead,N,Male,Calf,98,cm,actual,14,kg,2016-NOV-22,2016,NOV,22,CRC,frozen for later necropsy.,Harbor porpoise,Inland_WA,4.75E+14,-1.22E+14,0.528373444,0.163743593,-123,47377
Kitsap,NW-2016-1191071,WDFW2016-070,,16NWR07056,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Hansville,WA,Puget Sound,Point no point county park,47.91140,dd.dddd,actual,-122.5250,dd.dddd,actual,Internet/Software,N,CBD,2016-JUL-13,2016,JUL,13,Beach or Land,NA,NA,Fresh Dead,N,2016-JUL-13,2016,JUL,13,Fresh Dead,N,Male,Calf,78,cm,actual,7.2,kg,2016-JUL-15,2016,JUL,15,WDFW/MMI,Found fresh dead at beach by RP at high tide. Collected and put on ice. Transferred to WDFW next day.,Harbor porpoise,Inland_WA,8.80E+14,-2.22E+14,-222346.7737,87916.49843,-2.22E+14,8.80E+14
Kitsap,NW-2016-1193154,CRC-1576,Confirmed,16NWR10039,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Kingston,WA,Puget Sound,Jefferson Cove,47.78360,dd.dddd,estimate,-122.4896,dd.dddd,estimate,Internet/Software,N,Y,2016-OCT-31,2016,OCT,31,Beach or Land,NA,NA,Fresh Dead,N,2016-NOV-01,2016,NOV,1,Fresh Dead,N,Male,Calf,127,cm,actual,30,kg,2016-NOV-01,2016,NOV,1,CRC/WDFW MMI,NA,Harbor porpoise,Inland_WA,8.80E+14,-2.22E+14,-222347.7737,87916.62583,-2.22E+14,8.80E+14
Kitsap,NW-2016-1191230,CRC-1561,Confirmed,16NWR09009,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Olalla,WA,Puget Sound,NA,47.41440,dd.dddd,actual,-122.5431,dd.dddd,actual,GPS,N,CBD,2016-SEP-03,2016,SEP,3,Beach or Land,NA,NA,Fresh Dead,N,2016-SEP-03,2016,SEP,3,Fresh Dead,N,Male,Calf,102.5,cm,actual,18,kg,2016-SEP-06,2016,SEP,6,CRC,kept on ice until necropsy on 9/6/16.,Harbor porpoise,Inland_WA,8.80E+14,-2.22E+14,-222346.7737,87916.99543,-2.22E+14,8.80E+14
Kitsap,NW-2016-1193487,WDFW2016-148,,16NWR12032,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Kingston,WA,Puget Sound,North side of ferry terminal approx. 200 m,47.79880,dd.dddd,actual,-122.4928,dd.dddd,actual,NA,N,CBD,2016-DEC-04,2016,DEC,4,Beach or Land,NA,NA,Fresh Dead,N,2016-DEC-05,2016,DEC,5,Fresh Dead,N,Female,Adult,183,cm,actual,48,kg,2016-DEC-06,2016,DEC,6,WDFW/MMI,"Found dead 04 Dec 16, Collected 05 Dec 16 by Kingston Marina, transferred to WDFW for necropsy.",Harbor porpoise,Inland_WA,8.80E+14,-2.22E+14,-222347.7737,87916.61063,-2.22E+14,8.80E+14
Mason,NW-2016-1184822,CRC-1514,,16NWR01018,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,United States,Union,WA,Hood Canal,4841 E Hwy 106,47.35710,dd.dddd,actual,-123.1051,dd.dddd,actual,GPS,N,N,2016-JAN-28,2016,JAN,28,Beach or Land,NA,NA,Fresh Dead,N,2016-JAN-29,2016,JAN,29,Fresh Dead,N,Male,Subadult,132,cm,actual,70,lb,2016-JAN-31,2016,JAN,31,CRC,kept on ice until necropsy on 31 Jan,Harbor porpoise,Inland_WA,4.75E+14,-1.23E+14,0.043228571,0.180314286,-123,47357
Pacific,NW-2016-1191711,PSU16-07-31-Pp,,16NWR07117,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Debbie Duffield,Portland State University,Portland State University,NW,United States,Ocean Park,WA,Pacific Ocean,0.2 mile north of Bay Avenue access,46.49513,dd.dddd,actual,-124.0605,dd.dddd,NA,GPS,N,Y,2016-JUL-31,2016,JUL,31,Beach or Land,NA,NA,Fresh Dead,N,2016-AUG-01,2016,AUG,1,Moderate Decomposition,N,Male,Adult,147.5,cm,actual,0,kg,2016-AUG-02,2016,AUG,2,D'Alessandro et al.,"blood from mouth; broken and loose teeth; right eye bleeding; substantial bloody foam from blowhole; right rostrum hemorrhaged; yellowing of various tissues; liver and adrenals abnormal; the porpoise had fair body condition, septicemia per histo",Harbor porpoise,WA_Coast,4.65E+14,-1.24E+14,-0.002084013,-0.038066046,-12406049,4649513
Pacific,CRC-1525,CRC-1525,,CRC-1525,NA,Harbor Porpoise,Phocoena,phocoena,NA,NA,NA,NA,NA,United States,NA,WA,Pacific Ocean,NA,46.77000,dd.dddd,NA,-124.0990,dd.dddd,NA,NA,NA,CBD,3-Jun-16,2016,NA,NA,75,cm,NA,NA,NA,NA,NA,NA,NA,NA,NA,Male,Unid,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Other,WA_Coast,4.65E+14,-1.24E+14,0.036425987,-0.312936046,-124099,4677
Pierce,NW-2016-1193485,WDFW2016-145,,16NWR12031,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Gig Harbor,WA,Puget Sound,"Sunrise Beach, Gig Harbor",47.34920,dd.dddd,actual,-122.5560,dd.dddd,actual,NA,N,CBD,2016-DEC-02,2016,DEC,2,Beach or Land,NA,NA,Fresh Dead,N,2016-DEC-02,2016,DEC,2,Fresh Dead,N,Male,Calf,119,cm,actual,32,kg,2016-DEC-02,2016,DEC,2,WDFW/MMI,"Found dead on beach at HT mark, covered with bag until collected. Necropsy same day; Transient KW in area over last week, but few fisheries in general area but closer to river mouth so not likely cause. Laceration different than what is typical seen with",Harbor porpoise,Inland_WA,4.73E+14,-1.23E+13,0.26951337,-0.06454763,-123,473492
Pierce,NW-2016-1191098,WDFW2016-013,,16NWR02036,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Steve Jeffries,WDFW/MMI,WDFW/MMI,NW,United States,Lakebay,WA,Puget Sound,1/8 mile south of Haley Park,47.26320,dd.dddd,estimate,-122.8221,dd.dddd,estimate,Internet/Software,N,CBD,2016-FEB-26,2016,FEB,26,Beach or Land,NA,NA,Fresh Dead,N,2016-FEB-29,2016,FEB,29,Fresh Dead,N,Female,Adult,166,cm,actual,64,kg,2016-FEB-29,2016,FEB,29,CRC,Report dead on beach on 26-feb. Picture taken by rp appeared to have been recently stranded. Eye just started being scavenged. RP confirmed carcass still there two day later and more scavenged. WDFW responded and carcass was recovered for necropsy.,Harbor porpoise,Inland_WA,4.73E+14,-1.23E+13,0.26951337,0.02465237,-123,4726
Pierce,NW-2016-1193489,WDFW2016-151,,16NWR12034,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Gig Harbor,WA,Puget Sound,3318- 117th Ave NW,47.28760,dd.dddd,actual,-122.6958,dd.dddd,actual,NA,N,CBD,2016-DEC-09,2016,DEC,9,Beach or Land,NA,NA,Fresh Dead,N,2016-DEC-09,2016,DEC,9,Fresh Dead,N,Female,Subadult,124,cm,actual,35.5,kg,2016-DEC-09,2016,DEC,9,WDFW/MMI,Found dead on beach. Crew working on house had seen it on beach the day before. Porpoise was intact with no scavenging at that time. On pick up some scavenging on R side that was up and chunk missing from peduncle area. RP thought it might have next,Harbor porpoise,Inland_WA,4.73E+14,-1.23E+13,0.26951337,-0.00174763,-123,472864
Pierce,NW-2016-1193476,WDFW2016-136,,16NWR10046,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Gig Harbor,WA,Puget Sound,42 Point Fosdick Drive,47.25550,dd.dddd,actual,-122.5900,dd.dddd,actual,NA,N,CBD,2016-OCT-09,2016,OCT,9,Beach or Land,NA,NA,Fresh Dead,Y,NA,NA,NA,NA,Fresh Dead,N,Unid,Calf,100,cm,estimate,18,kg,NA,NA,NA,NA,NA,"RP Found 8 a.m. .a dead hbr. porpoise pup (newborn?) it was 36 "" long & 35-40 lbs. Took pictures and decided since it was the weekend he would ""return it to the sea"".",Harbor porpoise,Inland_WA,4.73E+14,-1.23E+13,0.26951337,0.02915237,-123,472555
Pierce,NW-2016-1191237,CRC-1522,,16NWR04069,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Lakebay,WA,Puget Sound,"Penrose state park, between boat launch and point",47.25930,dd.dddd,estimate,-122.7473,dd.dddd,estimate,Internet/Software,N,N,2016-APR-30,2016,APR,30,Swimming,NA,NA,Alive,N,2016-APR-30,2016,APR,30,Fresh Dead,N,Male,Adult,159,cm,actual,52,kg,2016-APR-30,2016,APR,30,CRC/WDFW,"live at 11:30am, dead by 13:30. Picked up and put on ice by state parks, necropsy same evening.",Harbor porpoise,Inland_WA,4.73E+14,-1.23E+13,0.26951337,0.02535237,-123,472593
San Juan,NW-2016-1189300,2016-SJ026,,16NWR07017,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Volunteer,Whale Museum,Whale Museum,NW,United States,San Juan Island,WA,Pacific Ocean,"477 Davison Head Drive, San Juan Island",48.62351,dd.dddd,actual,-123.1406,dd.dddd,actual,Internet/Software,N,CBD,2016-JUL-01,2016,JUL,1,Beach or Land,NA,NA,Moderate Decomposition,N,2016-JUL-02,2016,JUL,2,Moderate Decomposition,N,Unid,Adult,130,cm,estimate,NA,NA,NA,NA,NA,NA,NA,"porpoise head, highly scavenged, with one vertebra attached",Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,0.085798562,-0.142063437,-123,486235
San Juan,NW-2016-1190805,2016-SJ057,,16NWR08018,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Volunteer,Whale Museum,Whale Museum,NW,United States,San Juan Island,WA,Pacific Ocean,3897 Bailer Hill Road,48.49785,dd.dddd,actual,-123.1264,dd.dddd,actual,GPS,N,N,2016-AUG-22,2016,AUG,22,Beach or Land,NA,NA,Fresh Dead,N,2016-AUG-22,2016,AUG,22,Fresh Dead,N,Female,Calf,97.3,cm,actual,16,kg,2016-AUG-30,2016,AUG,30,WM,"Porpoise calf stranded dead with minor scavenging. Collected and frozen, then necropsied a few days later. Bruising under skin around blowhole and jaw, but no definite cause of death.",Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,0.085798562,-0.016363437,-123,484978
San Juan,NW-2016-1190799,2016-SJ051,,16NWR08012,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Volunteer,Whale Museum,Whale Museum,NW,United States,San Juan Island,WA,Pacific Ocean,"Jackson Beach, San Juan Island",48.52015,dd.dddd,actual,-123.0089,dd.dddd,actual,GPS,N,N,2016-AUG-08,2016,AUG,8,Beach or Land,NA,NA,Fresh Dead,N,2016-AUG-08,2016,AUG,8,Fresh Dead,N,Female,Calf,80,cm,actual,7.5,kg,2016-AUG-10,2016,AUG,10,WM,Neonate harbor porpoise calve washed ashore at Jackson Beach. Collected for fresh necropsy.,Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,0.085798562,-0.038663437,-123,485201
San Juan,NW-2016-1191331,2016-SJ071,,16NWR09021,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Volunteer,Whale Museum,Whale Museum,NW,United States,NA,WA,Pacific Ocean,Haro Strait,48.60076,dd.dddd,actual,-123.2007,dd.dddd,actual,GPS,N,CBD,2016-SEP-13,2016,SEP,13,Floating,NA,NA,Fresh Dead,N,2016-SEP-13,2016,SEP,13,Fresh Dead,N,Unid,Adult,150,cm,estimate,NA,NA,2016-OCT-05,2016,OCT,5,WM,"Soundwatch saw a harbor porpoise killed by transient killer whales (T65B and T100s). Part of the internal organs and skeleton were found floating, intact, at the surface so were collected for examination.",Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,0.085798562,-0.118563437,-123,486
San Juan,NW-2016-1193553,2016-SJ084,Confirmed,16NWR12039,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Jennifer Olson,Whale Museum,Whale Museum,NW,United States,San Juan Island,WA,Pacific Ocean,Reuban Tart County Park,48.61255,dd.dddd,actual,-123.0977,dd.dddd,actual,GPS,N,CBD,2016-DEC-09,2016,DEC,9,Beach or Land,NA,NA,Fresh Dead,N,2016-DEC-10,2016,DEC,10,Fresh Dead,N,Female,Adult,163,cm,actual,NA,NA,NA,NA,NA,NA,NA,"It was dark when the animal was collected, but no wounds or signs of HI were noticed. The right eye was bleeding slightly and there was mild wear and tear on the flukes. Animal was collected and will be necropsied in early 2017. Further measurements and w",Harbor porpoise,Inland_WA,4.85E+14,-1.23E+14,0.085798562,-0.131063437,-123,486125
Skagit,NW-2016-1193807,16Oo17JulWH-2,,16NWR07146,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,OPEN,Andrew Crowser,NA,Whatcom Marine Mammal Stranding Network,NW,United States,Bow,WA,Puget Sound,Samish Island Taylor Shellfish,48.61000,dd.dddd,actual,-122.4360,dd.dddd,actual,Internet,N,CBD,2016-JUL-17,2016,JUL,17,NA,NA,NA,Advanced Decomposition,N,2016-JUL-17,2016,JUL,17,Advanced Decomposition,N,Unid,Subadult,36,in,actual,NA,NA,NA,NA,NA,NA,NA,NA,Harbor porpoise,Inland_WA,4.84E+14,-12236686604,-0.07509604,0.064723942,-12229177,483425
Skagit,NW-2016-1193806,16Pp17MarWH-1,,16NWR03055,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,OPEN,Alysha Elsby,NA,Whatcom Marine Mammal Stranding Network,NW,United States,Bow,WA,Puget Sound,Samish Island at Taylor Shellfish,48.61070,dd.dddd,estimate,-122.4381,dd.dddd,estimate,Internet,N,CBD,2016-MAR-17,2016,MAR,17,Beach or Land,NA,NA,Moderate Decomposition,N,2016-MAR-17,2016,MAR,17,Moderate Decomposition,N,Male,Adult,50,in,actual,130,lb,2016-MAR-17,2016,MAR,17,Alysha Elsby LVT,NA,Harbor porpoise,Inland_WA,4.84E+14,-12236686604,-0.07509604,0.064723942,-12229177,483425
Skagit,NW-2016-1193081,16Pp17MarSK-01,,16NWR03053,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,NA,WA,Puget Sound,"Samish Bay, north end tract II on westside grounds.",48.62230,dd.dddd,actual,-122.4504,dd.dddd,actual,GPS,N,N,2016-MAR-17,2016,MAR,17,Beach or Land,NA,NA,Fresh Dead,N,2016-MAR-17,2016,MAR,17,Fresh Dead,N,Unid,Subadult,121,cm,estimate,60,kg,NA,NA,NA,NA,NA,"Level A was written by S. Dubpernell from photos and verbal resport received from RP Taylor Shellfish employee. The carcass was discovered in their shellfish tract. It was approximately 4' long. Gender and weight unknown. From the photos, the carcass appeared to be intact and the animal in fairly good nutritional condition. No wounds or scars were evident except that both eyes had been scavenged plus some slight scraping on the upper jaw and tips of pectoral fins, possibly from rubbing on the beach S. Dubpernell notified Whatcom County SN in case they wanted to collect the carcass (we have no boat access to Samish island. No further information was passed from Whatcom SN to CPSMMSN.",Harbor porpoise,Inland_WA,4.84E+14,-12236686604,-0.07686604,0.061973942,-12229,4834525
Snohomish,NW-2016-1193079,16Pp17MaySN-01,,16NWR05082,Confirmed - Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Sandy Dubpernell,Central Puget Sound Marine Mammal Stranding Network,Central Puget Sound Marine Mammal Stranding Network,NW,United States,Tulalip,WA,Puget Sound,"Mission Beach, Saratoga Passage, Tulalip Reservation",45.05100,dd.dddd,estimate,-122.2720,dd.dddd,estimate,Internet,N,CBD,2016-MAY-17,2016,MAY,17,Beach or Land,NA,NA,Fresh Dead,N,2016-MAY-17,2016,MAY,17,Fresh Dead,N,Male,Adult,150,cm,actual,32,kg,NA,NA,NA,NA,NA,"The initial report was received on 5/15/16. The male carcass was lying on an inaccessible sand bar.RP estimated length at 5'. It later washed up onto an accessible beach. RP took photos. The left side of the carcass was intact and unmarked. The right side showed substantial scavenging from the eye dorsally to past the dorsal fin, with some ribs exposed. There was also a small scavenged area in the penile area. SN volunteer took skin and blubber samples for Cascadia Research Collective, but was unable to retrieve the carcass for necropsy.",Harbor porpoise,Inland_WA,4.74E+14,-1.22E+14,-0.039274833,2.364667667,-122272,4.74E+14
Whatcom,NW-2016-1193814,16Pp09SepWH-4,,16NWR09112,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,OPEN,Rick Wood,NA,Whatcom Marine Mammal Stranding Network,NW,United States,Blaine,WA,Puget Sound,Blaine Harbor Marina by the northern end inlet,48.59320,dd.dddd,actual,-122.4547,dd.dddd,actual,GPS,N,CBD,2016-SEP-09,2016,SEP,9,NA,NA,NA,Moderate Decomposition,N,2016-SEP-09,2016,SEP,9,Moderate Decomposition,N,Female,Unid,42,in,actual,85,lb,2016-NOV-21,2016,NOV,21,NA,Was used for necropsy training. and pectoral and mandible parts sent to Baylorfor Stephanie Norman's for bone density research project.,Harbor porpoise,Inland_WA,4.88E+13,-12255363235,-0.09893235,0.234780174,-1224547,485932
Grays Harbor,NW-2017-1198865,WDFW2017-053,,17NWR06059,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Ocean City,WA,Pacific Ocean,~100yds South of Pacific Blvd,47.06913,dd.dddd,actual,-124.1773,dd.dddd,actual,NA,N,CBD,2017-JUN-03,2017,JUN,3,Beach or Land,NA,NA,Advanced Decomposition,N,2017-JUN-03,2017,JUN,3,Advanced Decomposition,N,Unid,Subadult,140,cm,estimate,NA,NA,NA,NA,NA,NA,NA,Just meat and skeleton material from pelvis girdle to tail; a sub adult or adult,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,-0.156360692,-0.006427603,-124,470679
Grays Harbor,NW-2017-1199931,CRC-1627,,17NWR10040,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,OPEN,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Ocean Shores,WA,Pacific Ocean,Between Ocean Lake and Taurus Blvd,46.97700,dd.dddd,estimate,-124.1740,dd.dddd,estimate,Internet,NA,N,2017-OCT-12,2017,OCT,12,Beach or Land,NA,NA,Fresh Dead,NA,2017-OCT-12,2017,OCT,12,Fresh Dead,NA,Female,Calf,105.5,cm,actual,50,lb,2017-OCT-14,2017,OCT,14,CRC,"removed from beach on 12-oct, held overnight for pickup following day. On ice until necropsy 14-Oct. scavegning around blowhole and right lower jaw. Rew teeth missing from mid/front right lower way--necrosis, gum loss, bone damage at site (not due to scavenging).. .",Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,0.017639308,0.084472397,-124174,46977
Grays Harbor,NW-2017-1199948,CRC-1646,,17NWR12015,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,OPEN,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Grayland,WA,Pacific Ocean,2 miles N of Grayland beach road,48.83700,dd.dddd,estimate,-124.1090,dd.dddd,estimate,Internet,NA,CBD,2017-DEC-31,2017,DEC,31,Beach or Land,NA,NA,Fresh Dead,NA,2018-JAN-01,2018,JAN,1,Fresh Dead,NA,Male,Adult,144,cm,actual,42,kg,2018-JAN-02,2018,JAN,2,CRC,"first seen late at night, dark so no photos from initial report. Located and recovered by state parks on 1/1/18 and transferred to ELK.. Bite on R lateral/ventral behind pectoral fin.Tissue missing from 26 x 26cm area with tooth marks (consistent with shark) on ventral and dorsal margins. Tooth spacing is 2cm. Right scapula has a 2x2cm chunk of bone missing, otherwise no broken bones at bite site. Ribs exposed and some scavenging at site.. . Found dead on beach with shark bite, internal evidence of respiratory illness, unlikely HI case but scavenger damage precluded full external examination.",Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,-0.047360692,-1.775527603,-124109,4.71E+14
Grays Harbor,NW-2017-1199930,CRC-1626,,17NWR09060,Confirmed - High Report,"Porpoise, harbor",Phocoena,phocoena,OPEN,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Ocean Shores,WA,Pacific Ocean,1/3 mile N of Damon Point,46.93350,dd.dddd,actual,-124.1742,dd.dddd,actual,GPS,NA,N,2017-SEP-21,2017,SEP,21,Beach or Land,NA,NA,Fresh Dead,NA,2017-SEP-21,2017,SEP,21,Fresh Dead,NA,Female,Calf,96,cm,actual,13,kg,2017-SEP-22,2017,SEP,22,CRC,. small amoutn of superficial scavenging on flanks and blowhole. Tailstock appears thick (possible 2nd gen hybrid)? White circle 0.5cm around one of the whiskers on the R side.. . no evidence of HI based on external exam and necropsy,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,0.017839308,0.127972397,-1241742,469335
Grays Harbor,NW-2017-1199605,CRC-1618,,17NWR08076,Confirmed- Medium Report,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Taholah,WA,Pacific Ocean,4 miles N of Moclips River,47.30140,dd.dddd,estimate,-124.2537,dd.dddd,estimate,Internet,N,CBD,2017-AUG-22,2017,AUG,22,Beach or Land,NA,NA,Moderate Decomposition,Y,NA,NA,NA,NA,Moderate Decomposition,N,Unid,Calf,90,cm,actual,10,kg,NA,NA,NA,NA,NA,no response due to location (tribal land) and carcass condition,Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,0.097339308,-0.239927603,-1242537,473014
Grays Harbor,NW-2017-1196582,WDFW2017-043,,17NWR05077,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Dyanna Lambourn,WDFW/MMI,WDFW/MMI,NW,United States,Ocean City,WA,Pacific Ocean,1/4 mile S of Casino,47.03874,dd.dddd,estimate,-124.1753,dd.dddd,estimate,Internet/Software,N,CBD,2017-MAY-21,2017,MAY,21,Beach or Land,NA,NA,Fresh Dead,N,2017-MAY-21,2017,MAY,21,Fresh Dead,N,Female,Adult,176,cm,actual,55,kg,2017-MAY-22,2017,MAY,22,CRC,"found on beach during survey, not previously reported",Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,-0.156360692,0.022772397,-124,470387
Grays Harbor,NW-2017-1197037,CRC-1589,,17NWR06047,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Validated,Erin Keene,Cascadia Research,Cascadia Research,NW,United States,Ocean Shores,WA,Pacific Ocean,NA,47.02083,dd.dddd,estimate,-124.1742,dd.dddd,estimate,NA,N,CBD,2017-JUN-04,2017,JUN,4,Beach or Land,NA,NA,Fresh Dead,N,2017-JUN-04,2017,JUN,4,Fresh Dead,N,Female,Adult,170,cm,actual,67,kg,2017-JUN-05,2017,JUN,5,CRC,"Found on beach by State Parks, kept on ice until pickup by CRC on 05-Jun-17.",Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,-0.156360692,0.040672397,-124,470208
Grays Harbor,NW-2017-1199588,CRC-1600,,17NWR07097,Confirmed- High Report,"Porpoise, harbor",Phocoena,phocoena,Ready for Regional Validation,Jessie Huggins,Cascadia Research,Cascadia Research,NW,United States,Copalis,WA,Pacific Ocean,Roosevelt Beach,47.17560,dd.dddd,estimate,-124.1965,dd.dddd,estimate,Internet,N,N,2017-JUL-19,2017,JUL,19,Beach or Land,NA,NA,Fresh Dead,N,2017-JUL-20,2017,JUL,20,Fresh Dead,N,Male,Adult,149.5,cm,actual,42,kg,2017-JUL-21,2017,JUL,21,CRC,"picked up by DML on 20 July, on ice until necropsy 21 July.",Harbor porpoise,WA_Coast,4.71E+14,-1.24E+14,0.040139308,-0.114127603,-1241965,471756
